id,hub,sport,team,opponent,event,competition,round_or_type,start_date,end_date,start_time,venue,city,country,home_away,watch,logo,image,link,source_name,source_url,data_status,notes
11,Formula 1,Motorsport,Formula 1,,Barcelona-Catalunya Grand Prix,FIA Formula One World Championship,Round 7,2026-06-12,2026-06-14,TBC,Circuit de Barcelona-Catalunya,Barcelona,Spain,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
12,Formula 1,Motorsport,Formula 1,,Austrian Grand Prix,FIA Formula One World Championship,Round 8,2026-06-26,2026-06-28,TBC,Red Bull Ring,Spielberg,Austria,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
13,Formula 1,Motorsport,Formula 1,,British Grand Prix,FIA Formula One World Championship,Round 9,2026-07-03,2026-07-05,TBC,Silverstone Circuit,Silverstone,Great Britain,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
14,Formula 1,Motorsport,Formula 1,,Belgian Grand Prix,FIA Formula One World Championship,Round 10,2026-07-17,2026-07-19,TBC,Circuit de Spa-Francorchamps,Spa,Belgium,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
15,Formula 1,Motorsport,Formula 1,,Hungarian Grand Prix,FIA Formula One World Championship,Round 11,2026-07-24,2026-07-26,TBC,Hungaroring,Budapest,Hungary,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
16,Formula 1,Motorsport,Formula 1,,Dutch Grand Prix,FIA Formula One World Championship,Round 12,2026-08-21,2026-08-23,TBC,Circuit Zandvoort,Zandvoort,Netherlands,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
17,Formula 1,Motorsport,Formula 1,,Italian Grand Prix,FIA Formula One World Championship,Round 13,2026-09-04,2026-09-06,TBC,Autodromo Nazionale Monza,Monza,Italy,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
18,Formula 1,Motorsport,Formula 1,,Spanish Grand Prix,FIA Formula One World Championship,Round 14,2026-09-11,2026-09-13,TBC,Madring,Madrid,Spain,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
19,Formula 1,Motorsport,Formula 1,,Azerbaijan Grand Prix,FIA Formula One World Championship,Round 15,2026-09-24,2026-09-26,TBC,Baku City Circuit,Baku,Azerbaijan,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
20,Formula 1,Motorsport,Formula 1,,Singapore Grand Prix,FIA Formula One World Championship,Round 16,2026-10-09,2026-10-11,TBC,Marina Bay Street Circuit,Singapore,Singapore,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
21,Formula 1,Motorsport,Formula 1,,United States Grand Prix,FIA Formula One World Championship,Round 17,2026-10-23,2026-10-25,TBC,Circuit of the Americas,Austin,United States,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
22,Formula 1,Motorsport,Formula 1,,Mexico City Grand Prix,FIA Formula One World Championship,Round 18,2026-10-30,2026-11-01,TBC,Autodromo Hermanos Rodriguez,Mexico City,Mexico,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
23,Formula 1,Motorsport,Formula 1,,Sao Paulo Grand Prix,FIA Formula One World Championship,Round 19,2026-11-06,2026-11-08,TBC,Interlagos,Sao Paulo,Brazil,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
24,Formula 1,Motorsport,Formula 1,,Las Vegas Grand Prix,FIA Formula One World Championship,Round 20,2026-11-19,2026-11-21,TBC,Las Vegas Strip Circuit,Las Vegas,United States,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
25,Formula 1,Motorsport,Formula 1,,Qatar Grand Prix,FIA Formula One World Championship,Round 21,2026-11-27,2026-11-29,TBC,Lusail International Circuit,Lusail,Qatar,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
26,Formula 1,Motorsport,Formula 1,,Abu Dhabi Grand Prix,FIA Formula One World Championship,Round 22,2026-12-04,2026-12-06,TBC,Yas Marina Circuit,Abu Dhabi,United Arab Emirates,,Sky Sports F1 / F1 TV depending on region,f1-logo.jpeg,f1-bg.jpeg,https://www.formula1.com/en/racing/2026,Formula 1,https://www.formula1.com/en/racing/2026,confirmed,Weekend dates; session times can be added later.
27,Leinster,Rugby Union,Leinster,Bulls,Leinster vs Bulls,United Rugby Championship,Semi-final/fixture listing,2026-06-19,,19:30,TBC,TBC,TBC,Leinster home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
28,Leinster,Rugby Union,Leinster,Lions,Lions vs Leinster,United Rugby Championship,Regular season,2026-09-26,,12:30,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
29,Leinster,Rugby Union,Leinster,Sharks,Sharks vs Leinster,United Rugby Championship,Regular season,2026-10-03,,17:30,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
30,Leinster,Rugby Union,Leinster,Cardiff Rugby,Leinster vs Cardiff Rugby,United Rugby Championship,Regular season,2026-10-10,,19:45,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
31,Leinster,Rugby Union,Leinster,Munster,Leinster vs Munster,United Rugby Championship,Regular season,2026-10-24,,18:00,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
32,Leinster,Rugby Union,Leinster,Connacht,Connacht vs Leinster,United Rugby Championship,Regular season,2026-10-30,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
33,Leinster,Rugby Union,Leinster,Ospreys,Ospreys vs Leinster,United Rugby Championship,Regular season,2026-12-04,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
34,Leinster,Rugby Union,Leinster,Glasgow Warriors,Leinster vs Glasgow Warriors,United Rugby Championship,Regular season,2026-12-19,,17:30,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
35,Leinster,Rugby Union,Leinster,Munster,Munster vs Leinster,United Rugby Championship,Regular season,2026-12-27,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
36,Leinster,Rugby Union,Leinster,Ulster,Leinster vs Ulster,United Rugby Championship,Regular season,2027-01-02,,19:45,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
37,Leinster,Rugby Union,Leinster,Dragons,Leinster vs Dragons,United Rugby Championship,Regular season,2027-01-23,,17:30,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
38,Leinster,Rugby Union,Leinster,Bulls,Leinster vs Bulls,United Rugby Championship,Regular season,2027-01-30,,17:30,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
39,Leinster,Rugby Union,Leinster,Edinburgh,Edinburgh vs Leinster,United Rugby Championship,Regular season,2027-02-27,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
40,Leinster,Rugby Union,Leinster,Benetton Rugby,Leinster vs Benetton Rugby,United Rugby Championship,Regular season,2027-03-20,,19:45,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
41,Leinster,Rugby Union,Leinster,Scarlets,Scarlets vs Leinster,United Rugby Championship,Regular season,2027-03-26,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
42,Leinster,Rugby Union,Leinster,Connacht,Leinster vs Connacht,United Rugby Championship,Regular season,2027-04-17,,17:45,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
43,Leinster,Rugby Union,Leinster,Ulster,Ulster vs Leinster,United Rugby Championship,Regular season,2027-04-23,,19:45,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
44,Leinster,Rugby Union,Leinster,Stormers,Leinster vs Stormers,United Rugby Championship,Regular season,2027-05-08,,19:45,TBC,TBC,TBC,Home,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
45,Leinster,Rugby Union,Leinster,Zebre,Zebre vs Leinster,United Rugby Championship,Regular season,2027-05-15,,17:30,TBC,TBC,TBC,Away,TBC,leinster-logo.png,leinster-bg.png,https://www.leinsterrugby.ie/matches/,Sky Sports / Leinster Rugby,https://www.skysports.com/rugby-union/teams/leinster/fixtures,confirmed,Venue/TV can be filled in later.
46,Darts,Darts,PDC,,World Darts Championships,Professional Darts Corporation,PDC Main Event,2025-12-11,2026-01-03,TBC,Alexandra Palace,London,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
47,Darts,Darts,PDC,,UK Qualifying School,Professional Darts Corporation,PDC Q-School,2026-01-05,2026-01-11,TBC,Arena MK,Milton Keynes,England,,Dart Connect,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
48,Darts,Darts,PDC,,European Qualifying School,Professional Darts Corporation,PDC Q-School,2026-01-05,2026-01-11,TBC,Kalkar,Kalkar,Germany,,Dart Connect,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
49,Darts,Darts,PDC,,Bahrain Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-01-15,2026-01-16,TBC,Bahrain TBC,Bahrain,Bahrain,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
50,Darts,Darts,PDC,,Saudi Arabia Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-01-19,2026-01-20,TBC,Global Theatre,Riyadh,Saudi Arabia,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
51,Darts,Darts,PDC,,Winmau World Masters,Professional Darts Corporation,PDC Main Event,2026-01-29,2026-02-01,TBC,Arena MK,Milton Keynes,England,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
52,Darts,Darts,PDC,,Premier League Night 1,Professional Darts Corporation,PDC Premier League,2026-02-05,,TBC,Utilita Arena,Newcastle,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
53,Darts,Darts,PDC,,Premier League Night 2,Professional Darts Corporation,PDC Premier League,2026-02-12,,TBC,AFAS Dome,Antwerp,Belgium,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
54,Darts,Darts,PDC,,Premier League Night 3,Professional Darts Corporation,PDC Premier League,2026-02-19,,TBC,OVO Hydro,Glasgow,Scotland,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
55,Darts,Darts,PDC,,Premier League Night 4,Professional Darts Corporation,PDC Premier League,2026-02-26,,TBC,SSE Arena,Belfast,Northern Ireland,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
56,Darts,Darts,PDC,,Premier League Night 5,Professional Darts Corporation,PDC Premier League,2026-03-05,,TBC,Utilita Arena,Cardiff,Wales,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
57,Darts,Darts,PDC,,UK Open,Professional Darts Corporation,PDC Main Event,2026-03-06,2026-03-08,TBC,Butlin's Minehead Resort,Minehead,England,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
58,Darts,Darts,PDC,,Premier League Night 6,Professional Darts Corporation,PDC Premier League,2026-03-12,,TBC,Motorpoint Arena,Nottingham,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
59,Darts,Darts,PDC,,European Darts Trophy (ET 2),Professional Darts Corporation,PDC European Tour,2026-03-13,2026-03-15,TBC,Lokhalle,Gottingen,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
60,Darts,Darts,PDC,,Premier League Night 7,Professional Darts Corporation,PDC Premier League,2026-03-19,,TBC,3Arena,Dublin,Ireland,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
61,Darts,Darts,PDC,,Belgium Darts Open (ET 3),Professional Darts Corporation,PDC European Tour,2026-03-20,2026-03-22,TBC,Oktoberhallen,Wieze,Belgium,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
62,Darts,Darts,PDC,,Premier League Night 8,Professional Darts Corporation,PDC Premier League,2026-03-26,,TBC,Uber Arena,Berlin,Germany,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
63,Darts,Darts,PDC,,Premier League Night 9,Professional Darts Corporation,PDC Premier League,2026-04-02,,TBC,AO Arena,Manchester,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
64,Darts,Darts,PDC,,German Grand Prix (ET 4),Professional Darts Corporation,PDC European Tour,2026-04-04,2026-04-06,TBC,Zenith München,Munich,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
65,Darts,Darts,PDC,,Premier League Night 10,Professional Darts Corporation,PDC Premier League,2026-04-09,,TBC,Brighton Centre,Brighton,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
66,Darts,Darts,PDC,,Premier League Night 11,Professional Darts Corporation,PDC Premier League,2026-04-16,,TBC,Rotterdam Ahoy,Rotterdam,Netherlands,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
67,Darts,Darts,PDC,,European Darts Grand Prix (ET 5),Professional Darts Corporation,PDC European Tour,2026-04-17,2026-04-19,TBC,Glaspalast,Sindelfingen,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
68,Darts,Darts,PDC,,Premier League Night 12,Professional Darts Corporation,PDC Premier League,2026-04-23,,TBC,M&S Bank Arena,Liverpool,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
69,Darts,Darts,PDC,,Premier League Night 13,Professional Darts Corporation,PDC Premier League,2026-04-30,,TBC,P&J Live,Aberdeen,Scotland,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
70,Darts,Darts,PDC,,Premier League Night 14,Professional Darts Corporation,PDC Premier League,2026-05-07,,TBC,First Direct Arena,Leeds,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
71,Darts,Darts,PDC,,Austrian Darts Open (ET 6),Professional Darts Corporation,PDC European Tour,2026-05-08,2026-05-10,TBC,TBC,Graz,Austria,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
72,Darts,Darts,PDC,,Premier League Night 15,Professional Darts Corporation,PDC Premier League,2026-05-14,,TBC,Utilita Arena,Birmingham,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
